Hourly_demand
624.8076541922959
452.9144554439077
367.84490612281536
344.4672322549272
350.3256610626163
379.0878843375221
558.8642701562825
888.3047503903805
1336.157631450213
1700.7510911348854
1843.89023958292
1926.839797631259
1848.121923094414
1948.9057556970952
1956.6969016463963
1914.4084437595966
1888.4039143883513
1770.526950269661
1719.0454695979315
1632.7104058797736
1440.8465461454928
1236.9311079547554
1096.9813706809264
892.4834497718579
