Date_Time,surf,top_soil,base_2,base_1
2019-01-01 00:00:00,13.81754692288,7.107627857920002,16.38877754536,19.256746938640003
2019-01-01 00:30:00,13.81754692288,7.107627857920002,16.38877754536,19.256746938640003
2019-01-01 01:00:00,13.860771390160002,7.15635571928,16.38877754536,19.256746938640003
2019-01-01 01:30:00,13.860771390160002,7.205044389760001,16.38877754536,19.256746938640003
2019-01-01 02:00:00,13.90395968,7.205044389760001,16.38877754536,19.256746938640003
2019-01-01 02:30:00,13.90395968,7.205044389760001,16.38877754536,19.256746938640003
2019-01-01 03:00:00,13.947111813040003,7.253693890000001,16.38877754536,19.256746938640003
2019-01-01 03:30:00,13.947111813040003,7.302304240640001,16.38877754536,19.256746938640003
2019-01-01 04:00:00,13.947111813040003,7.302304240640001,16.38877754536,19.256746938640003
2019-01-01 04:30:00,13.99022780992,7.35087546232,16.38877754536,19.256746938640003
2019-01-01 05:00:00,13.99022780992,7.35087546232,16.38877754536,19.256746938640003
2019-01-01 05:30:00,13.99022780992,7.35087546232,16.38877754536,19.256746938640003
2019-01-01 06:00:00,13.99022780992,7.399407575680001,16.38877754536,19.256746938640003
2019-01-01 06:30:00,13.99022780992,7.399407575680001,16.38877754536,19.256746938640003
2019-01-01 07:00:00,13.99022780992,7.447900601360002,16.38877754536,19.256746938640003
2019-01-01 07:30:00,13.99022780992,7.447900601360002,16.38877754536,19.256746938640003
2019-01-01 08:00:00,13.99022780992,7.447900601360002,16.38877754536,19.21811944
2019-01-01 08:30:00,13.99022780992,7.447900601360002,16.347687191680002,19.21811944
2019-01-01 09:00:00,13.99022780992,7.447900601360002,16.347687191680002,19.21811944
2019-01-01 09:30:00,13.99022780992,7.447900601360002,16.347687191680002,19.21811944
2019-01-01 10:00:00,13.99022780992,7.496354560000001,16.347687191680002,19.21811944
2019-01-01 10:30:00,13.99022780992,7.496354560000001,16.347687191680002,19.179458467760004
2019-01-01 11:00:00,13.99022780992,7.496354560000001,16.347687191680002,19.179458467760004
2019-01-01 11:30:00,13.99022780992,7.544769472240001,16.347687191680002,19.179458467760004
2019-01-01 12:00:00,13.99022780992,7.593145358720002,16.347687191680002,19.179458467760004
2019-01-01 12:30:00,13.99022780992,7.593145358720002,16.347687191680002,19.179458467760004
2019-01-01 13:00:00,14.033307691280001,7.641482240080003,16.347687191680002,19.179458467760004
2019-01-01 13:30:00,14.119359190000003,7.6897801369600005,16.347687191680002,19.179458467760004
2019-01-01 14:00:00,14.119359190000003,7.738039070000003,16.347687191680002,19.179458467760004
2019-01-01 14:30:00,14.119359190000003,7.738039070000003,16.347687191680002,19.179458467760004
2019-01-01 15:00:00,14.119359190000003,7.786259059840001,16.347687191680002,19.179458467760004
2019-01-01 15:30:00,14.119359190000003,7.786259059840001,16.347687191680002,19.179458467760004
2019-01-01 16:00:00,14.119359190000003,7.786259059840001,16.347687191680002,19.179458467760004
2019-01-01 16:30:00,14.119359190000003,7.8344401271200015,16.347687191680002,19.179458467760004
2019-01-01 17:00:00,14.119359190000003,7.8344401271200015,16.347687191680002,19.179458467760004
2019-01-01 17:30:00,14.119359190000003,7.786259059840001,16.347687191680002,19.179458467760004
2019-01-01 18:00:00,14.119359190000003,7.786259059840001,16.347687191680002,19.179458467760004
2019-01-01 18:30:00,14.119359190000003,7.738039070000003,16.347687191680002,19.179458467760004
2019-01-01 19:00:00,14.119359190000003,7.738039070000003,16.347687191680002,19.179458467760004
2019-01-01 19:30:00,14.119359190000003,7.641482240080003,16.347687191680002,19.179458467760004
2019-01-01 20:00:00,14.119359190000003,7.593145358720002,16.347687191680002,19.179458467760004
2019-01-01 20:30:00,14.162330848639998,7.544769472240001,16.347687191680002,19.179458467760004
2019-01-01 21:00:00,14.162330848639998,7.496354560000001,16.347687191680002,19.179458467760004
2019-01-01 21:30:00,14.162330848639998,7.399407575680001,16.30656187832,19.179458467760004
2019-01-01 22:00:00,14.162330848639998,7.35087546232,16.30656187832,19.179458467760004
2019-01-01 22:30:00,14.162330848639998,7.253693890000001,16.30656187832,19.179458467760004
2019-01-01 23:00:00,14.162330848639998,7.205044389760001,16.30656187832,19.179458467760004
2019-01-01 23:30:00,14.162330848639998,7.107627857920002,16.30656187832,19.179458467760004
2019-01-02 00:00:00,14.205266474320002,7.05886078504,16.30656187832,19.179458467760004
2019-01-02 00:30:00,14.205266474320002,6.961208922160001,16.30656187832,19.179458467760004
2019-01-02 01:00:00,14.205266474320002,6.9123240908799986,16.30656187832,19.179458467760004
2019-01-02 01:30:00,14.205266474320002,6.814436525439999,16.30656187832,19.179458467760004
2019-01-02 02:00:00,14.205266474320002,6.76543375,16.30656187832,19.179458467760004
2019-01-02 02:30:00,14.162330848639998,6.667310110479999,16.30656187832,19.179458467760004
2019-01-02 03:00:00,14.162330848639998,6.618189205120001,16.30656187832,19.179458467760004
2019-01-02 03:30:00,14.162330848639998,6.56902888184,16.30656187832,19.179458467760004
2019-01-02 04:00:00,14.119359190000003,6.519829120000001,16.30656187832,19.179458467760004
2019-01-02 04:30:00,14.119359190000003,6.4213111980800015,16.30656187832,19.179458467760004
2019-01-02 05:00:00,14.119359190000003,6.371992996720002,16.30656187832,19.179458467760004
2019-01-02 05:30:00,14.119359190000003,6.371992996720002,16.30656187832,19.179458467760004
2019-01-02 06:00:00,14.119359190000003,6.273238010000001,16.30656187832,19.179458467760004
2019-01-02 06:30:00,14.119359190000003,6.22380118336,16.30656187832,19.179458467760004
2019-01-02 07:00:00,14.119359190000003,6.22380118336,16.30656187832,19.179458467760004
